vocabulary,originalEntry,explanation,example,pinYin,location,place,source,toggle,whichCounty,whichTown
个人(個人),個人,/呒啥啥/,/呒啥啥/,keu gnin(kɯ53 ɲiŋ21),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
个把(個把),個把,<代词>一两个。 (<代詞>一兩個。),/呒啥啥/,ku33 po44(ku33 ɓo44),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
个把月(個把月),個把月,/呒啥啥/,/呒啥啥/,keu55 po33 gniuq31(kɯ55 ɓo33 ɲyœʔ31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
个半把月(個半把月),個半把月,一个半月左右(一個半月左右),/呒啥啥/,keu33 pe55 po33 gniuq31(kɯ33 ɓe55 ɓo33 ɲyœʔ31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
候(候),候,①硬凑[例句:：台子忒高，小囡～勿着。 ](①硬湊[例句:：檯子忒高，小囡～勿著。]),：台子忒高，小囡～勿着。(：檯子忒高，小囡～勿著。),gheu13(ɦɯ13),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
候(候),候,②算，核算：[例句:量衣裳料子要正好～准足。 ](②算，核算：[例句:量衣裳料子要正好～準足。]),量衣裳料子要正好～准足。(量衣裳料子要正好～準足。),gheu13(ɦɯ13),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
候(候),候,③顺：[例句:～～侬个脾气。 ](③順：[例句:～～儂個脾氣。]),～～侬个脾气。(～～儂個脾氣。),gheu13(ɦɯ13),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
候(候),候,④等，等待：[例句:我～垃海交关辰光，箇记拨我～着嘞。 ](④等，等待：[例句:我～垃海交關辰光，箇記撥我～著嘞。]),我～垃海交关辰光，箇记拨我～着嘞。(我～垃海交關辰光，箇記撥我～著嘞。),gheu13(ɦɯ13),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
候分掐数(候分掐數),候分掐數,正正好好，不多不少，不大不小。 (正正好好，不多不少，不大不小。),/呒啥啥/,gheu fen khaeq su,/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
俯檐(俯檐),俯檐,楼窗外的屋檐(樓窗外的屋簷),/呒啥啥/,fu53 yi31(ɸu53 ɦi31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
恁(恁),恁,<副词>正：(慢慢地)俗作能。 [例句:箇眼钞票～好。副词后缀：慢慢～。 ](<副詞 >正：(慢慢地)俗作能。[例句:箇眼鈔票～好。副詞後綴：慢慢～。]),箇眼钞票～好。副词后缀：慢慢～。(箇眼鈔票～好。副詞後綴：慢慢～。),nen(nəŋ31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
伦(倫),倫,后接数词，表示大约，将近：[例句:～百个。 ～千～万。 ](後接數詞，表示大約，將近：[例句:～百個。～千～萬。]),～百个。 ～千～万。(～百個。～千～萬。),len2(ləŋ31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
伦千斤(倫千斤),倫千斤,近千斤(近千斤),/呒啥啥/,len22 tshi55 cin21(ləŋ22 tsʰi55 ciŋ21),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
伦千伦万(倫千倫萬),倫千倫萬,成千上万。 (成千上萬。),/呒啥啥/,len tshi len vae,/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
只(隻),隻,<量词>用于没有专门量词的名词：(<量詞>用於沒有專門量詞的名詞：),/呒啥啥/,tsaq5(tsaʔ5),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
只只田鸡捉笼里(隻隻田雞捉籠裏),隻隻田雞捉籠裏,不可能全部都拿到(不可能全部都拿到),/呒啥啥/,tsaq4 tsaq4 di13 ci53 tsaoq3 lon55 li31(tsaʔ4 tsaʔ4 di13 ci53 tsɒʔ3 loŋ55 li31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
倦(倦),倦,困乏欲睡：[例句:伊～得来要困起唻。 ](困乏欲睡：[例句:伊～得來要睏起唻。]),伊～得来要困起唻。(伊～得來要睏起唻。),jioe(ɟyø13),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
倦搭搭(倦搭搭),倦搭搭,<形容词>疲倦欲睡的样子。 (<形容詞>疲倦欲睡的樣子。),/呒啥啥/,jioe22 taq5 taq2(ɟyø22 ɗaʔ5 ɗaʔ2),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
倦迷迷(倦迷迷),倦迷迷,<形容词>疲倦欲睡的样子。 (<形容詞>疲倦欲睡的樣子。),/呒啥啥/,jioe22 mi55 mi21(ɟyø22 mi55 mi21),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
倌倌(倌倌),倌倌,旧时称小男孩。 (舊時稱小男孩。),/呒啥啥/,kue kue,/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
健少(健少),健少,身体好。 (身體好。),/呒啥啥/,ji sau,/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
臭药(臭藥),臭藥,樟脑丸。 (樟腦丸。),/呒啥啥/,tsheu yaq(ʦʰɯ35 ɦiaʔ21),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
臭药物(臭藥物),臭藥物,樟脑丸。 (樟腦丸。),/呒啥啥/,tsheu yaq meq,/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
臭韧(臭韌),臭韌,处事不干脆，拖拖拉拉。 (處事不乾脆，拖拖拉拉。),/呒啥啥/,tsheu44 gnin44(tsʰɯ44 ɲiŋ44),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
臭要死(臭要死),臭要死,<副词>形容程度之甚。 (<副詞 >形容程度之甚。),/呒啥啥/,tsheu33 iau55 si21(tsʰɯ33 iɔ55 si21),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
臭虱(臭虱),臭虱,<动物>臭虫。 (<動物>臭蟲。),/呒啥啥/,tsheu35 seq31(tsʰɯ35 səʔ31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
臭椿(臭椿),臭椿,/呒啥啥/,/呒啥啥/,tsheu53 tshen31(tsʰɯ53 tsʰəŋ31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
臭虫(臭蟲),臭蟲,<动物>(<動物>),/呒啥啥/,tsheu53 zon31(tsʰɯ53 zoŋ31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
臭坯(臭坯),臭坯,做臭豆腐的原材料(做臭豆腐的原材料),/呒啥啥/,tsheu53 phe31(tsʰɯ53 pʰe31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
臭卤(臭滷),臭滷,用腌制过的菜汁，煮沸后发酵而成，用来浸泡食物(用醃製過的菜汁，煮沸後發酵而成，用來浸泡食物),/呒啥啥/,tsheu53 lu31(tsʰɯ53 lu31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
臭嘴(臭嘴),臭嘴,①爱说脏话的人(①愛說髒話的人),/呒啥啥/,tsheu53 tsy31(tsʰɯ53 tsɿ31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
臭嘴(臭嘴),臭嘴,②爱抬高自己贬低别人的人(②愛抬高自己貶低別人的人),/呒啥啥/,tsheu53 tsy31(tsʰɯ53 tsɿ31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
臭快(臭快),臭快,干活快但毛糙[例句:粪船路向扯篷，～](幹活快但毛糙[例句:糞船路向扯篷，～]),粪船路向扯篷，～(糞船路向扯篷，～),tsheu44 khua44(tsʰɯ44 kʰuɑ44),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
臭梧桐(臭梧桐),臭梧桐,灌木，有异味，叶煎汤服之，可治风湿症。 (灌木，有異味，葉煎湯服之，可治風濕症。),/呒啥啥/,tsheu55 ng33 do31(tsʰɯ55 ŋ33 do31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
臭胡吆(臭胡吆),臭胡吆,大声喧闹(大聲喧鬧),/呒啥啥/,tsheu55 vu33 yau31(tsʰɯ55 βu33 ɦiɔ31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
臭血血(臭血血),臭血血,/呒啥啥/,/呒啥啥/,tsheu33 shiuq5 shiuq31(tsʰɯ33 çyœʔ5 çyœʔ31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
臭烘烘(臭烘烘),臭烘烘,/呒啥啥/,/呒啥啥/,tsheu55 hon33 hon31(tsʰɯ55 hoŋ33 hoŋ31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
臭豆腐(臭豆腐),臭豆腐,①发酵后有特殊气味的小块豆腐(①發酵後有特殊氣味的小塊豆腐),/呒啥啥/,tsheu35 deu33 vu31(tsʰɯ35 dɯ33 βu31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
臭豆腐(臭豆腐),臭豆腐,②喻不受欢迎的人(②喻不受歡迎的人),/呒啥啥/,tsheu35 deu33 vu31(tsʰɯ35 dɯ33 βu31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
臭豆腐干(臭豆腐乾),臭豆腐乾,/呒啥啥/,/呒啥啥/,tsheu44 deu44 vu55 koe31(tsʰɯ44 dɯ44 βu55 kø31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
射(射),射,①腹泻：[例句:肚皮～。 ](①腹瀉：[例句:肚皮～。]),肚皮～。(肚皮～。),za(zɑ13),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
射(射),射,②排泄：[例句:～尿尿。 ](②排洩：[例句:～尿尿。]),～尿尿。(～尿尿。),za(zɑ13),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
射(射),射,注视(注視),/呒啥啥/,zaq2(zaʔ2),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
射恶(射惡),射惡,<日常生活>大便。 (<日常生活>大便。),/呒啥啥/,za22 u44(zɑ22 u44),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
射恶出(射惡出),射惡出,同【拆恶出】。 (同【拆惡出】。),/呒啥啥/,za u tsheq,/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
射尿(射尿),射尿,<日常生活>小便(<日常生活>小便),/呒啥啥/,za22 sy22(zɑ22 sɿ22),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
射积(射積),射積,痢疾。 (痢疾。),/呒啥啥/,za tsieq,/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
射(射),射,①投掷：[例句:～箭。 ](①投擲：[例句:～箭。]),～箭。(～箭。),zaoq(zɒʔ2),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
射(射),射,②向下用力。 (②向下用力。),/呒啥啥/,zaoq(zɒʔ2),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
射七射八(射七射八),射七射八,形容做事不稳重东一榔头西一棒槌。 (形容做事不穩重東一榔頭西一棒槌。),/呒啥啥/,zaoq tshiq zaoq paeq,/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
射角(射角),射角,<方位词>斜角，斜对面(<方位詞>斜角，斜對面),/呒啥啥/,zaq2 kaoq2(zaʔ2 kɒʔ2),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
射角跑(射角跑),射角跑,对角走。 (對角走。),/呒啥啥/,zaq kaoq bau(zaʔ2 kɒʔ4 bɔ53),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
息脚调手(息腳調手),息腳調手,①挑拨离间。 (①挑撥離間。),/呒啥啥/,sieq ciaq diau seu,/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
息脚调手(息腳調手),息腳調手,②不停地。 (②不停地。),/呒啥啥/,sieq ciaq diau seu,/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
乌(烏),烏,蛮不讲理。 (蠻不講理。),/呒啥啥/,u53(u53),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
乌(烏),烏,①脏乱(①髒亂),/呒啥啥/,u53(u53),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
乌(烏),烏,②乱来(②亂來),/呒啥啥/,u53(u53),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
乌云(烏雲),烏雲,/呒啥啥/,/呒啥啥/,u35 yon53(u35 ɦioŋ53),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
乌苏(烏蘇),烏蘇,<形容词>肮脏，不干净。 (<形容詞>骯髒，不乾淨。),/呒啥啥/,u55 su21(u55 su21),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
乌苏相(烏蘇相),烏蘇相,<形容词>肮脏，不干净。 (<形容詞>骯髒，不乾淨。),/呒啥啥/,u55 su33 sian21(u55 su33 siæ̃21),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
乌苏天(烏蘇天),烏蘇天,<天文>潮湿闷热的天气。 (<天文>潮濕悶熱的天氣。),/呒啥啥/,u55 su33 thi21(u55 su33 tʰi21),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
乌清清(烏清清),烏清清,<天文>凌晨天色微明时。松江说法。 (<天文>淩晨天色微明時。松江說法。),/呒啥啥/,u35 tshin55 tshin21(u35 tsʰiŋ55 tsʰiŋ21),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
乌栖(烏棲),烏棲,<动物>青鱼的一种，色泽黑。 (<動物>青魚的一種，色澤黑。),/呒啥啥/,u44 tshi42(u44 tsʰi42),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
乌鳅(烏鰍),烏鰍,<动物>泥鳅。 (<動物>泥鰍。),/呒啥啥/,u tshieu(u44 ʦʰiɯ53),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
乌焦(烏焦),烏焦,饭等烧焦(飯等燒焦),/呒啥啥/,u35 tsiau53(u35 tsiɔ53),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
乌焦(烏焦),烏焦,焦黑(焦黑),/呒啥啥/,u35 tsiau53(u35 tsiɔ53),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
乌鸦(烏鴉),烏鴉,<动物>(<動物>),/呒啥啥/,u55 ia21(u55 iɑ21),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
乌龟(烏龜),烏龜,<动物>①一种爬行动物(<動物>①一種爬行動物),/呒啥啥/,u35 ciu53(u35 cy53),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
乌龟(烏龜),烏龜,②指妻子有外遇的男人(②指妻子有外遇的男人),/呒啥啥/,u35 ciu53(u35 cy53),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
乌龟壳(烏龜殼),烏龜殼,上颚的俗称。 (上顎的俗稱。),/呒啥啥/,u ciu khaoq(u53 cy22 kʰɒʔ21),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
乌贼鱼(烏賊魚),烏賊魚,/呒啥啥/,/呒啥啥/,u35 zeoq5 ng31(u35 zʌʔ5 ŋ31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
乌隆块(烏隆塊),烏隆塊,肿块。 (腫塊。),/呒啥啥/,u lon khue,/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
乌青块(烏青塊),烏青塊,皮下淤血形成的青色肿块。 (皮下淤血形成的青色腫塊。),/呒啥啥/,u35 tshin55 khue31(u35 tsʰiŋ55 kʰue31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
乌楞块(烏楞塊),烏楞塊,淤青(淤青),/呒啥啥/,u35 len55 khue31(u35 ləŋ55 kʰue31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
乌黢黑(烏黢黑),烏黢黑,<形容词>极其黑暗(<形容詞>極其黑暗),/呒啥啥/,u55 tsheoq3 heoq31(u55 tsʰœʔ3 hœʔ31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
乌青(烏青),烏青,<形容词>青紫色。 (<形容詞>青紫色。),/呒啥啥/,u44 tshin53(u44 tsʰiŋ53),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
乌青青(烏青青),烏青青,形容黎明时将曙的天光(形容黎明時將曙的天光),/呒啥啥/,u35 tshin55 tshin31(u35 tsʰiŋ55 tsʰiŋ31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
乌桕树(烏桕樹),烏桕樹,/呒啥啥/,/呒啥啥/,u35 jioe55 zy31(u35 ɟyø55 zy31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
乌搭乌(烏搭烏),烏搭烏,同【乌三乌四】(同【烏三烏四】),/呒啥啥/,u55 taeq3 u31(u55 ɗæʔ3 u31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
乌黢墨黑(烏黢墨黑),烏黢墨黑,<形容词>见【墨里黢黑】。浦东(<形容詞>見【墨裡黢黑】。浦東),/呒啥啥/,u44 tsheq3 meq3 heq5(u44 tsʰəʔ3 məʔ3 həʔ5),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
乌理蛮理(烏理蠻理),烏理蠻理,<动词>蛮不讲理。 (<動詞>蠻不講理。),/呒啥啥/,u44 li44 mae55 li21(u44 li44 mɛ55 li21),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
乌里嘛理(烏裏嘛理),烏裏嘛理,<动词>蛮不讲理。 (<動詞>蠻不講理。),/呒啥啥/,u44 li44 ma55 li21(u44 li44 mɑ55 li21),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
乌油滴水(烏油滴水),烏油滴水,形容黑而有光彩的东西。 (形容黑而有光彩的東西。),/呒啥啥/,u55 yeu33 tieq3 sy31(u55 ɦiɯ33 ɗiʌʔ3 sɿ31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
乌油滴水(烏油滴水),烏油滴水,食物油汪汪的(食物油汪汪的),/呒啥啥/,u55 yeu33 tieq3 sy31(u55 ɦiɯ33 ɗiʌʔ3 sɿ31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
乌搅百叶结(烏攪百葉結),烏攪百葉結,形容胡搞，乱搞乱做，没有明确目的。 (形容胡搞，亂搞亂做，沒有明確目的。),/呒啥啥/,u kau paq yiq ciq,/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
乌黰白花(烏黰白花),烏黰白花,/呒啥啥/,/呒啥啥/,u tsen baq ho,/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
乌里白花(烏里白花),烏里白花,无理纠缠。 (無理糾纏。),/呒啥啥/,u li baq ho,/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
乌漆墨黑(烏漆墨黑),烏漆墨黑,<形容词>形容非常黑。 (<形容詞>形容非常黑。),/呒啥啥/,u tshieq meoq heoq,/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
乌里乌糟(烏里烏糟),烏里烏糟,<形容词>不干净(<形容詞>不乾淨),/呒啥啥/,u35 li55 u33 tsau31(u35 li55 u33 tsɔ31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
乌齑乌糟(烏齏烏糟),烏齏烏糟,<形容词>不干净(<形容詞>不乾淨),/呒啥啥/,u35 tsi55 u33 tsau31(u35 tsi55 u33 tsɔ31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
乌里乌苏(烏里烏蘇),烏里烏蘇,<形容词>不干净(<形容詞>不乾淨),/呒啥啥/,u53 li33 u33 su21(u53 li33 u33 su21),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
乌七八糟(烏七八糟),烏七八糟,<形容词>非常混乱(<形容詞>非常混亂),/呒啥啥/,u35 tshiq3 paeq3 tsau31(u35 tsʰiɪʔ3 ɓæʔ3 tsɔ31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
乌三乌四(烏三烏四),烏三烏四,①东西或账目不加清理收拾，显得混乱(①東西或賬目不加清理收拾，顯得混亂),/呒啥啥/,u35 sae55 u33 sy31(u35 sɛ55 u33 sɿ31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
乌三乌四(烏三烏四),烏三烏四,②男女关系暧昧不清(②男女關係曖昧不清),/呒啥啥/,u35 sae55 u33 sy31(u35 sɛ55 u33 sɿ31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
乌之廿三(烏之廿三),烏之廿三,任意糟蹋(任意糟蹋),/呒啥啥/,u35 tsy55 gniae33 sae31(u35 tsɿ55 ɲiɛ33 sɛ31),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
倭瓜(倭瓜),倭瓜,南瓜。朱行方言。 (南瓜。朱行方言。),/呒啥啥/,u44 ko53(u44 ko53),/呒啥啥/,上海郊區吳語詞典,滬郊(松府)綜合,TRUE,comprehensive_search,
